USER,DATE,STAR,LIKE,TITLE,REVIEW
Birdnice,2021-12-23 16:00:50-07:00,5,0,Very useful,It is very useful to know how you sleep and all is recorded for our analysis. Thank you for this wonderful app.
Marieeekillzz,2021-12-23 10:57:12-07:00,1,0,Pricey,You can not do anything without buying it first
ginalevy518,2021-12-23 07:12:00-07:00,1,1,The App stopped recording and deleting things!,"So when I did the trial I loved it, it kept everything and then I got Premium only to find out that things started to delete my recordings when I tried to give it more days to not erase over the 20 days. Then it stopped recording and automatically deleted my recordings. I tried fixing it and it did the same. I deleted the app and tried to do it any and start back at the one day and record, it did NOT record anything and in Journal it said I can view it once I record…I tried to scroll down and it said recordings were Automatically being deleted! It also said I couldn’t view the statistics because I needed 5-7 days, abs I have been using it longer than that and nothing is recording or working anymore. I tried contacting them on their website rebut the form WILL NOT go through so I’m doing it on here. I can NOT get a refund from Apple even though on the site it says that I can request one. So they Lied. So as far as I can see this is more of fraud after taking my money and lying that I can get it back. I can’t go less than one star. I have canceled my subscription."
dwinterle,2021-12-23 03:34:25-07:00,2,2,Latest version malfunctioning,Used to love this app but the most recent version is a mess.  It resets in the middle of the night and shuts off the alarm!  Makes it useless.  Big problem.
TimDaCow,2021-12-22 07:15:32-07:00,5,0,Amazing app,"I have been using this app for nearly 4 years now and I love it. It accurately tracks my sleep each night and with premium I can learn even more about what affects my sleep and my tendencies from night to night. Highly recommend as the premium is completely optional for anyone looking for a good sleep-tracking app.

Small edit: the only problem I have with the app is that the sleep tracking can be easily interrupted and just stop the tracking for the night completely. This mainly happens with things that take away the microphone, like a phone call. Though I understand it can’t really be helped. The only thing I wish they would add is the ability to resume sleep tracking if it is ended either by something else or you just did it accidentally"
Y4YW,2021-12-21 19:21:13-07:00,2,0,Bit disappointed,Was enthusiastic about the app based on reviews and New York Times recommendations. Had some issues with permissions which had to figure it out on my own. Now app crashing every time I try to open in Apple Watch. Unhelpful and infrequent advice from customer service. The latest: to wait for new update. Also surprised about how it deals with wake up time even walking in the middle of the night and accuracy.
skm4jc,2021-12-21 19:01:13-07:00,3,0,Accelerometer not working,"As of the last couple updates, the accelerometer doesn’t always engage when I start Sleep Cycle. I need to use this feature instead of the microphone because I use ASMR recordings to help me fall asleep, and the microphone thinks I’m talking in my sleep. Lately I get warnings of “not enough movement,” even though I have to get up at least once every night. Please investigate!"
TriniParadise,2021-12-21 18:00:11-07:00,5,0,Worth it!,"I don’t usually do reviews but here we are. I had really bad sleeping problems when I downloaded this app back in 2012, when the iPhone 4 was my mobile device. It worked great then but I didn’t realise it till now. I have trouble falling asleep and waking up on time. This app puts me to sleep in 15 minutes or less! It also wakes me up in the morning! And I sleep soundly when I fall asleep. The only thing is it has a few quirks to work out with sound recognition. I also wish this app can be set to run automatically after a certain time until I wake up."
Bobollama,2021-12-21 11:21:28-07:00,4,0,Almost perfect,"Love this app (been using it for 5 plus years) but for the love of god STOP trying to introduce or change the last used sleep aid. I really am not interested in changing a critical part of my bedtime routine with completely new background sounds. 

 Also I know there’s a companion nap app but it would be helpful to tag or log separate periods of sleep so the data better reflects night time sleeping. I’ve seen on other reviews the developers response to this as suggesting napping isn’t “best” for sleep which seems like an absurd excuse-product should reflect user needs and reality. 

 Plenty more feedback if you need, those are the only two concerns that would encourage me to use a competitor app."
Machineies,2021-12-21 06:34:23-07:00,3,2,Disappointing and mediocre,"I’ve been using sleep cycle consistently for over 2 years now, and I’ve had premium for a year. I’m disappointed to say that even though I’ve always been optimistic about this app, it’s just not that good. The time in bed compared to time asleep is always inaccurate. The sleep recordings record way too much static background noise. The most annoying thing is that in the last few months the app has been crashing overnight, so you lose all of the data for that night and it ruins your sleep report. It’s gotten to the point where this app only works 3 or 4 days out of the week, it’s always really spotty and is no longer reliable. As for the premium features, there is not enough content to justify a 30 dollar price tag. Seeing your data on the graphs is nice, but they are too general and there aren’t enough tools. I want to be able to see biweekly data, compare sleep statistics between months, see different groupings of data besides what’s currently available. I would suggest sticking with the free version of the app since the data is lackluster, and the nighttime audio recordings never work well. It’s very upsetting having to write this review after using this app for so long, but it’s ridiculous. Add more content to premium or lower the price. Most importantly, stop your app from crashing."
