타임스탬프,나이가 어떻게 되시나요?,성별이 어떻게 되시나요?,현재 어떤 신분이신가요?,수면과 관련하여 어려움을 겪으시나요?,스마트 워치를 사용하시나요?,스마트 워치를 차고 주무시나요?,수면 어플을 써보신 적이 있으신가요?,어떤 어플을 쓰셨나요?,어플을 사용하신 이유가 무엇인가요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?
11-26-2021 18:20:02,26,여성,시험 준비생,8,아니오,아니오,아니오,,,,,별 이유 없이 유난히 잠이 안오는 날,그냥 눈 감고 누워있어요
11-26-2021 18:23:39,36,남성,직장인,7,예,아니오,아니오,,,,,출근을 위해 잠자리에 들시간,안대
11-26-2021 18:23:52,23,남성,학생,1,아니오,아니오,아니오,,,,,코딩하고 나서,잠을 잘잠
11-26-2021 18:26:00,33,남성,직장인,7,아니오,아니오,아니오,,,,,잠 안올때,유튜브시청
11-26-2021 18:31:24,19,남성,학생,6,아니오,아니오,아니오,,,,,항상,노래를 작게 틀고 잔다
11-26-2021 18:32:11,32,남성,직장인,7,아니오,아니오,아니오,,,,,아침 회의가 있는 전날,눈을 감고 심호흡을 합니다
11-26-2021 18:32:14,32,여성,직장인,9,예,아니오,네,필로우,"수면 모니터링, 수면 분석 리포트",항상.... ,"침대 눕자마자 골아떨어져서 잠을 못자는 것에 대한 걱정은 없습니다. 다만, 수면의 질이 좋지 못한 것 같아 고민입니다. (참고로 개인정보 수집 이용 동의 ㅠ 이렇게 하시믄 안대여 ㅠ 수집목적, 보유기간 등 고시해야합니다 ㅠ 참고하시라고 전달드려요 ㅠ 화이팅!)",,
11-26-2021 18:38:27,"휘경동에 거주하고 있는 99년생, 23살 입니다",남성,학생,6,아니오,아니오,아니오,,,,,요즘 겨울잠인건지 항상 졸립니다,"잠에 드는 거 자체에서 불편함을 느낀 적은 없었는데
저는 오히려 잠을 깨기 위한 방법이나 숙면을 위한 솔루션이 필요한 것 같습니다"
11-26-2021 18:42:50,25,남성,직장인,1,예,예,아니오,,,,,야간근무,안잡니다
11-26-2021 18:44:57,25,남성,학생,8,아니오,아니오,네,오토슬립,알람,일요일에서 월요일 넘어갈때,잔잔한 음악듣기,,
11-26-2021 18:46:25,49,남성,직장인,8,아니오,아니오,아니오,,,,,평일,수면유도제 술
11-26-2021 18:46:38,21,남성,학생,3,예,아니오,아니오,,,,,시합,눈을 감고 있는다
11-26-2021 18:49:24,25,남성,학생,8,예,아니오,네,슬립워치,수면 유도,시험 기간,낮에 몰아서 숙면,,
11-26-2021 18:54:55,29,여성,직장인,5,아니오,아니오,아니오,,,,,다음날 중요한 일이 있을때,그냥 계속 눈감고 잠자려고 한다
11-26-2021 18:56:45,25,남성,취준생,3,예,아니오,아니오,,,,,시험기간,폰을 끄고 눈을 감는다
11-26-2021 18:57:54,14,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,그냥 누워서 ASMR 같은 걸 들어요!
11-26-2021 19:05:47,56세,남성,프리랜서,3,아니오,아니오,아니오,,,,,피곤할때,눈감고 생각에 잠긴다
11-26-2021 19:05:47,33,남성,직장인,9,아니오,아니오,아니오,,,,,매일매일매순간,걍 눈감고 버틴다
11-26-2021 19:07:29,26,남성,직장인,10,아니오,아니오,아니오,,,,,매일,수면 유도제 먹어요
11-26-2021 19:10:02,29,남성,직장인,10,예,아니오,네,SleepTime,수면 분석 리포트,일요일저녁,,,
11-26-2021 19:30:04,만 24,남성,학생,3,아니오,아니오,아니오,,,,,새벽시간,다큐멘터리 시청
11-26-2021 19:33:45,25,남성,학생,10,아니오,아니오,네,알람몬,알람,중요한 스케쥴 전날,안자고 밤샘,,
11-26-2021 19:44:47,24,남성,학생,7,예,예,아니오,,,,,Pt전,심호흡
11-26-2021 19:50:38,22,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,5분트릭 시청
11-26-2021 19:54:14,25,여성,취준생,7,아니오,아니오,아니오,,,,,평소에 잘때 그냥 깊은 잠을 개운하게 자고싶습니다ㅠㅠ,자려고 일부러 노력하면 역효과가 나길래 그냥 안자고 휴대폰 보면서 눈을 피로하게 하려고 노력해요..🥲
11-26-2021 19:54:45,15,남성,학생,8,아니오,아니오,아니오,,,,,여러 문제로 생각할게 많을때,눈을 감고 다른 생각 해보기
11-26-2021 19:54:57,34,남성,직장인,7,예,아니오,아니오,,,,,일상,그냥 눈감고 기다립니다
11-26-2021 19:55:41,20,여성,학생,3,예,아니오,아니오,,,,,시험기간,잠 올때까지 깨있기
11-26-2021 20:05:09,25,남성,직장인,9,예,예,네,슬립지,"수면 모니터링, 코골이, 이갈이 등 녹음",주말,잔잔한 음악 감상,,
11-26-2021 20:06:14,61,남성,프리랜서,6,예,예,아니오,,,,,규칙적인,그냥잔다
11-26-2021 20:09:35,27,남성,직장인,1,아니오,아니오,아니오,,,,,퇴근 후 다음날 출근을 위해 일찍 자야할때,유튜브 잔잔한 영상 시청
11-26-2021 20:13:02,13,여성,학생,6,예,예,아니오,,,,,시헝 기간,노래 듣기
11-26-2021 20:27:49,24,남성,직장인,10,아니오,아니오,네,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음",항상,약복용 (수면유도제),,
11-26-2021 20:46:49,24,남성,학생,9,아니오,아니오,네,기억안남,수면 유도,매일 매일. 늦게잡니다,"안대끼고, 최대한 소리 안들리게. 또는 무거운거 매고 산책나갑니다",,
11-26-2021 20:51:20,22,여성,학생,8,아니오,아니오,아니오,,,,,"매일,매순간이요..ㅜㅜ",수업시간에 졸지 않도록 짬내서 자려 노력하고 밤에는 아무생각 하지 않으려고 노력해요
11-26-2021 20:55:38,25,남성,학생,8,아니오,아니오,아니오,,,,,시험기간,수면유도영상을 시청
11-26-2021 20:56:21,23,여성,학생,10,아니오,아니오,아니오,,,,,시험 기간,극도로 피곤한 상태가 될 때까지 잠을 이루지 못합니다
11-26-2021 21:01:32,27,남성,프리랜서,10,예,예,네,슬립워치,"수면 모니터링, 수면 분석 리포트",매일,클래식 들으며 잠오기만을 기다립니바,,
11-26-2021 21:07:32,57,여성,직장인,6,예,아니오,아니오,,,,,운동후,티비를 본다
11-26-2021 21:08:48,23,여성,취준생,3,아니오,아니오,아니오,,,,,시험기간,안잡니다
11-26-2021 21:13:00,25,남성,학생,7,아니오,아니오,아니오,,,,,평소,안잔다
11-26-2021 21:14:19,20,남성,학생,8,예,아니오,아니오,,,,,시험기간,여러가지 생각에 빠진다
11-26-2021 21:16:23,22,여성,학생,6,아니오,아니오,아니오,,,,,시험기간,커피를 마신다
11-26-2021 21:20:29,24,여성,학생,3,아니오,아니오,네,슬립사이클,수면 유도,밤샘 후,잠이 올때까지 딴 일을 한다,,
11-26-2021 21:20:36,52,여성,직장인,5,아니오,아니오,아니오,,,,,월요일 출근전,약간의 술
11-26-2021 21:22:51,19세,남성,학생,10,아니오,아니오,아니오,,,,,"고3 입시에 가장 필요함 (대학 면접, 수능, 시험 기간)",잠자는 수면 공간(침대)에서 벗어나서 다른 것들을 하다가 잠이 오면 그때 다시 침실로 돌아감.
11-26-2021 21:22:59,23,여성,취준생,3,아니오,아니오,아니오,,,,,내일 중요한 일이 있을때,
11-26-2021 21:23:07,29,여성,직장인,3,아니오,아니오,아니오,,,,,일이 바쁠때,Asmr
11-26-2021 21:27:36,52,여성,직장인,1,아니오,아니오,아니오,,,,,스트레스시,멍때리기
11-26-2021 21:29:12,22,여성,학생,7,아니오,아니오,네,슬립스네일,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,눈 감고 생각 비우기,,
11-26-2021 21:32:48,25,남성,학생,7,아니오,아니오,아니오,,,,,중요한 일정 전날,술을먹는다
11-26-2021 21:34:28,25,남성,학생,7,예,아니오,아니오,,,,,출근전에,유튜브
11-26-2021 21:35:16,49,여성,직장인,4,아니오,아니오,아니오,,,,,밤,텔레비젼보기
11-26-2021 21:36:02,23,여성,시험 준비생,8,아니오,아니오,아니오,,,,,중요한 일 전 날,따뜻한 물 마시기
11-26-2021 21:37:49,27,여성,직장인,7,아니오,아니오,아니오,,,,,피곤한 날 취침 시간,잠 잘 오는 노래 또는 수면 유도 음악을 듣는다.
11-26-2021 21:37:52,23세,여성,직장인,8,예,예,아니오,,,,,밤샘하느라 수면패턴 망가진 상태에서 되돌릴 때,밤을 그냥 새거나 넷플 유튜브 보며 억지로 지치게 해서 피곤한 상태로 만들어서 잡니다
11-26-2021 21:41:27,25,남성,학생,5,아니오,아니오,아니오,,,,,시험 기간,잠은 잘잠. 못 일어남
11-26-2021 21:49:12,29,남성,취준생,7,예,아니오,아니오,,,,,항상,운동
11-26-2021 21:51:28,22,여성,학생,4,예,아니오,아니오,,,,,시험기간,억지로 누워있는다
11-26-2021 21:56:19,26,여성,취준생,10,아니오,아니오,아니오,,,,,매일,없음
11-26-2021 21:58:46,25,남성,시험 준비생,8,아니오,아니오,아니오,,,,,시험기간,공부
11-26-2021 22:02:33,23,여성,학생,9,아니오,아니오,아니오,,,,,방학 기간,주로 유투브를 보거나 영상을 시청하면서 졸음이 올 때까지 기다린다. 새벽 시각까지 시간이 늦어지는 경우가 많아서 좋은 방법은 아닌 것 같다.
11-26-2021 22:19:48,23,여성,직장인,8,아니오,아니오,네,기억안남,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",근무날,정자세로 복식호흡,,
11-26-2021 22:25:14,23,여성,학생,2,아니오,아니오,아니오,,,,,일정한 수면시간을 채우지 못했을 때,잠이 올 때까지 활동을 함
11-26-2021 22:33:17,25,여성,취준생,7,아니오,아니오,아니오,,,,,매일 필요해요,계속 누워서 눈을감고있어요
11-26-2021 22:36:36,53,남성,직장인,5,아니오,아니오,아니오,,,,,평소,핸드폰을 본다
11-26-2021 22:42:05,30,남성,학생,3,아니오,아니오,아니오,,,,,공부및 시험준비,음악듣기
11-26-2021 22:51:45,25,남성,학생,4,아니오,아니오,아니오,,,,,시험기감,잠이 올때 까지 안잔다
11-26-2021 23:10:03,19,여성,학생,9,아니오,아니오,아니오,,,,,다이어트 기간,물을 마신 후 명상을 합니다.
11-26-2021 23:11:02,23,여성,학생,8,아니오,아니오,아니오,,,,,매일,누워있는다
11-26-2021 23:45:22,18,남성,학생,7,아니오,아니오,아니오,,,,,"시험 기간, 스트레스가 심할때, 바쁜 일정으로 피로가 심할때 잠시라도 쪽잠을 잘수있는 시간이 생겼을때",억지로 잠에 든다
11-26-2021 23:52:39,22,남성,직장인,7,예,아니오,아니오,,,,,퇴근 후,이어폰으로 노래 혹은 ASMR을 들으며
11-26-2021 23:52:45,23,여성,학생,6,아니오,아니오,아니오,,,,,지금 이순간,계속 눈을 감고있는다
11-27-2021 0:02:10,23,여성,학생,8,아니오,아니오,아니오,,,,,다음날 중요한 일이 있을때,asmr을 듣는다
11-27-2021 0:19:15,59,남성,직장인,8,아니오,아니오,아니오,,,,,스트레스가 심한 날,물을 마시고 잠시 앉았다가 다시 잠
11-27-2021 0:29:50,24,남성,학생,3,아니오,아니오,아니오,,,,,시험기간,에너지음료
11-27-2021 0:43:46,22,남성,기타,2,아니오,아니오,아니오,,,,,시험 기간/과제중,낮잠을 20분씩 잔다. 졸리면 여러번. 
11-27-2021 0:58:44,23,남성,학생,4,아니오,아니오,아니오,,,,,과제전날밤,커피
11-27-2021 0:59:00,26,여성,직장인,5,아니오,아니오,아니오,,,,,근무중 너무 졸릴때 짧고 개운한 잠,커피를 왕찰 마신다
11-27-2021 1:03:14,25,남성,학생,10,아니오,아니오,아니오,,,,,매순간,술을 마신다
11-27-2021 1:20:22,27,여성,프리랜서,1,예,아니오,아니오,,,,,매일 불면증때매 힘들어여,수면 영양제를 먹어요
11-27-2021 1:21:31,21,여성,학생,9,아니오,아니오,네,필로우,"수면 모니터링, 수면 분석 리포트","시험기간, 피곤한 날",그냥 밤을 새거나 유튜브의 수면클리닉 영상들을 애용,,
11-27-2021 1:46:10,27,여성,직장인,8,예,아니오,아니오,,,,,모르겠다,술마심
11-27-2021 2:13:53,26,남성,시험 준비생,3,예,예,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",시험공부중이라 평소에,빗소리를 듣습니다,,
11-27-2021 2:18:42,23,남성,직장인,7,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",다음날출근,눈을떳다가 천천히감는다,,
11-27-2021 3:36:10,23,여성,학생,8,예,아니오,네,"슬립모니터, 삼성 헬스 기본","수면 모니터링, 수면 분석 리포트","시험, 과제 많을 때, 스트레스 상황",안 자거나 잘 때까지 누워있는다,,
11-27-2021 4:40:07,20,남성,학생,10,아니오,아니오,네,오토슬립,수면 분석 리포트,평소새벽,,,
11-27-2021 4:52:44,29,여성,직장인,10,아니오,아니오,아니오,,,,,피곤할때,혼자생각으로자자고계속말함
11-27-2021 7:15:30,23,여성,시험 준비생,4,아니오,아니오,네,오토슬립,수면 모니터링,지금 이순간,유튜브 수면 영상 틀고 자기,,
11-27-2021 8:19:56,19,여성,직장인,6,아니오,아니오,아니오,,,,,출근 전,"에너지 드링크, 커피"
11-27-2021 8:36:38,허지은,여성,학생,6,아니오,아니오,아니오,,,,,지금. 학기내내(디자인과..),은은한 조명을 키거나 잔잔한 노래를 듣습니다!
11-27-2021 9:50:20,60,남성,직장인,5,아니오,아니오,아니오,,,,,퇴근 직후,인터넷 서핑
11-27-2021 10:00:07,24,여성,직장인,1,예,아니오,네,슬립워치,알람,일이 많이 몰리는 연말,커피와 쪽잠…,,
11-27-2021 10:02:24,21,여성,학생,8,예,아니오,아니오,,,,,항상,음악 감상
11-27-2021 10:10:14,27,여성,직장인,4,아니오,아니오,아니오,,,,,피곤할때,아이패드로 사운드를 틀어놓고 잔다
11-27-2021 10:31:34,22,여성,학생,7,아니오,아니오,네,기억은 안나는데 수면 유도 asmr 앱,수면 유도,시험기간,,,
11-27-2021 10:47:42,23,남성,학생,4,아니오,아니오,아니오,,,,,다음날 1교시 수업 있을 때,그냥 눈 감고 있음
11-27-2021 11:06:05,51세,여성,직장인,8,아니오,아니오,아니오,,,,,평상시,억지로 잘려고 하지 않는다
11-27-2021 11:44:08,27,남성,학생,8,아니오,아니오,아니오,,,,,바쁜 시험 기간 혹은 취준,그냥 졸릴때까지 무언가을 한다
11-27-2021 11:44:20,26,여성,학생,7,아니오,아니오,아니오,,,,,항상...특히 전공과제기간,눈감고 있어요 아니면 따뜻한 거 마시기
11-27-2021 11:47:35,23,남성,학생,6,아니오,아니오,아니오,,,,,자고 싶을 때..,다른 행동 하며 졸릴 때까지 기다립니당
11-27-2021 12:02:38,23,여성,학생,1,예,예,네,애플 기본 건강어플,"알람, 수면 모니터링, 수면 분석 리포트","기말, 중간기간",잠을 잘 못자본적이 딱히 없다. 과제가 많아 밤샐때는 어쩔수없이 그냥 새야한다. ,,
11-27-2021 12:10:54,24,여성,취준생,10,아니오,아니오,네,"슬립사이클, 슬립시어리","알람, 수면 모니터링, 수면 분석 리포트, 수면 유도",담날 일하러 갈때,쪽잠,,
11-27-2021 12:23:27,26,남성,직장인,8,예,아니오,아니오,,,,,항상,안잠
11-27-2021 12:32:55,26,남성,학생,10,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일,버티기,,
11-27-2021 12:43:06,23,여성,학생,8,예,아니오,아니오,,,,,항상,유튜브 asmr 시청
11-27-2021 12:45:38,22,여성,학생,9,아니오,아니오,네,명상앱,수면 유도,인생이 힘들때.. 우울하고 생각이 많을때,tire myself to sleep,,
11-27-2021 12:48:43,24,여성,학생,8,아니오,아니오,아니오,,,,,매일..? 시험기간빼고 평소! ,운동하거나 잠올때까지 마저 할 일한다
11-27-2021 15:03:44,25,여성,직장인,5,아니오,아니오,아니오,,,,,목요일,커피 여러잔
11-27-2021 15:44:33,21,남성,학생,9,아니오,아니오,아니오,,,,,날을 자주 새게 될 때,운동으로 몸을 피곤하게 만든다
11-27-2021 15:50:45,23,여성,학생,4,예,아니오,아니오,,,,,"시험기간, 마감기간",이동시간에 버스타고 잔다
11-27-2021 16:57:37,30,남성,직장인,7,아니오,아니오,아니오,,,,,일찍 일어나야하는날,그냥 누워있습니다
11-27-2021 17:03:15,51,여성,주부,4,아니오,아니오,아니오,,,,,저녁먹고 20분후,커피 카페인
11-27-2021 17:08:12,50,여성,주부,3,아니오,아니오,아니오,,,,,중요한 약속 전날밤,눈 온찜질하고 누워있기
11-27-2021 17:15:33,21,남성,기타,8,예,예,네,오토슬립,"수면 모니터링, 수면 분석 리포트",일요일 밤,다음날 커피 많이 마심,,
11-27-2021 17:58:43,26,남성,직장인,10,예,예,아니오,,,,,시험 기간,억지로 눈감고 있는다
11-27-2021 18:06:38,28,남성,직장인,5,아니오,아니오,아니오,,,,,평일 출근전날,"수면에 좋은 노래, 향"
11-27-2021 18:23:21,17,여성,학생,5,예,예,아니오,,,,,기숙사학교이기 때문에 항상,그냥 못자고 학교에서 존다..!
11-27-2021 18:41:57,26,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,핸드폰을 더 보거나 수면유도 음악을 듣는다
11-27-2021 18:50:52,25,남성,프리랜서,7,예,예,네,오토슬립,"알람, 수면 모니터링, 수면 분석 리포트",늦게 잠을 잘때,유튜브시청,,
11-27-2021 19:05:36,23,여성,학생,6,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",스트레스 받을 때,,,
11-27-2021 19:11:45,23,남성,학생,8,아니오,아니오,아니오,,,,,매일매일 잠을 꾸준히 자야하는 편입니다,그냥 무작정 누워있습니다
